image_number,subjects,fonds_title,creator,description,image_title,names,creation_date,image_url
EA-784-1125,Aerial views,,Chris Bruun,,Looking Southeast Towards Jasper Avenue,,25 August 2012 (17:37:20),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NjU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1126,Gazebos,,Chris Bruun,,Gazebo,,1 September 2012 (17:37:50),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NjY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1127,Aerial views,,Chris Bruun,: At 120 Street.,Low Rise Buildings On 103 Avenue,,1 September 2012 (17:41:02),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Njc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1128,Aerial views,,Chris Bruun,: At 103 Avenue.,Low Rise Buildings On 119 Street,,1 September 2012 (17:41:18),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Njg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1129,Aerial views,,Chris Bruun,,Oliver School,,1 September 2012 (17:42:17),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Njk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-113,Aerial views,,Chris Bruun,": Looking from 120 Street, along 103 Avenue. Includes low-rise...",Looking East To Downtown Edmonton,,1 December 2010 (15:01:17),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4NzI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkzOTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1131,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,2 September 2012 (20:10:46),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMjQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NzQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1132,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,2 September 2012 (20:11:35),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMjU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NzU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1133,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,2 September 2012 (20:12:10),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMjY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NzY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1134,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,2 September 2012 (21:01:59),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMjc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Nzc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1135,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,2 September 2012 (21:04:15),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1136,Aerial views,,Chris Bruun,,"Grant MacEwan, Epcor, CN Tower, Quest",,2 September 2012 (21:04:46),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMjg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Nzg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1137,Aerial views,,Chris Bruun,,"Grant MacEwan, Epcor, CN Tower",,2 September 2012 (21:07:06),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMjk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Nzk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1138,Aerial views,,Chris Bruun,,Downtown Buildings,,2 September 2012 (21:07:31),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1139,Aerial views,,Chris Bruun,,"Grant MacEwan, Epcor, CN Tower, Quest",,2 September 2012 (21:07:58),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-114,Aerial views,,Chris Bruun,": Taken from 120 Street; includes rooftops of low-rises in Oliver, Grant MacEwan, Epcor (under construction), CN Tower, Bell and the Quest, Legacy, Alta Vista and Venetian condos.",Looking East Along 104 Avenue,,1 December 2010 (15:02:56),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4NzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkzOTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1140,Aerial views,,Chris Bruun,,Clouds Over Downtown,,5 September 2012 (16:28:27),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1141,Aerial views,,Chris Bruun,,Rainbow Over Northeast Edmonton - Image 1 of 2,,9 September 2012 (20:52:13),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1142,Aerial views,,Chris Bruun,,Rainbow Over Northeast Edmonton - Image 2 of 2,,9 September 2012 (20:52:51),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1143,Aerial views,,Chris Bruun,,Fall Storm - Image 1 of 3,,10 September 2012 (15:37:13),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1144,Aerial views,,Chris Bruun,,Fall Storm - Image 2 of 3,,10 September 2012 (15:37:46),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0ODk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1145,Aerial views,,Chris Bruun,,Fall Storm - Image 3 of 3,,10 September 2012 (15:38:11),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1147,Aerial views,,Chris Bruun,,Dusk To Nightfall - Image 1 of 3,,19 September 2012 (18:57:00),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1148,Aerial views,,Chris Bruun,,Dusk to Nightfall - Image 2 of 3,,19 September 2012 (18:57:21),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1149,Aerial views,,Chris Bruun,,Dusk to Nightfall - Image 3 of 3,,19 September 2012 (19:18:23),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1150,Buildings,,Chris Bruun,: Located at 104 Avenue and 121 Street (10333 - 121 Street).,Lamplighter Building,,19 September 2012 (19:56:59),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1152,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,20 September 2012 (09:01:36),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1153,Aerial views,,Chris Bruun,,Looking Southeast Towards Jasper Avenue,,20 September 2012 (09:02:03),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1155,Buildings,,Chris Bruun,: Looking west on 104 Avenue at 102 Street; Lamplighter is locate...amplighter is located at 10333 - 121 Street.,Lamplighter Building,,22 September 2012 (07:27:32),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNDg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0OTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1164,Aerial views,,unknown,,Looking East Towards Downtown,,23 September 2012 (13:31:18),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1MDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1165,Aerial views,,unknown,,Looking East Towards Downtown,,25 September 2012 (08:26:19),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1MDY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1166,Aerial views,,unknown,,Looking East Towards Downtown,,25 September 2012 (08:27:03),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1MDc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1167,Aerial views,,unknown,,Looking East Towards Downtown,,25 September 2012 (08:27:37),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1MDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1168,Aerial views,,unknown,,Looking East Towards Downtown,,25 September 2012 (12:32:18),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1MDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1169,Aerial views,,unknown,,Looking East Towards Downtown,,25 September 2012 (12:33:02),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNjA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1MTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1170,Aerial views,,unknown,,Looking Southeast Towards Jasper Avenue,,25 September 2012 (12:33:26),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxNjE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1MTE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-119,Aerial views,,Chris Bruun,": Looking from 120 Street, along 103 Avenue; includes low-rise...",Looking East To Downtown Edmonton,,4 December 2010 (13:27:30),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4Nzg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=Mjk0MDQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1192,Aerial views,,Chris Bruun,,House and Tree,,10 October 2012 (13:53:29),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NDQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1193,Aerial views,,Chris Bruun,,Trees At 103 Avenue and 120 Street,,10 October 2012 (13:53:47),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1194,Aerial views,,Chris Bruun,,Trees At 103 Avenue and 120 Street,,10 October 2012 (13:54:06),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NDY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1195,Aerial views,,Chris Bruun,,Trees,,10 October 2012 (13:54:32),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NDc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1196,Aerial views,,Chris Bruun,,House and Tree,,10 October 2012 (13:54:54),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-12,Aerial photographs,,Chris Bruun,,Downtown Edmonton Aerial,,[ca. 1990],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI3NjY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkyODk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-120,Aerial views,,Chris Bruun,: Looking down 120 Street at 103 Avenue; includes Edmonton Aca...nton Academy and Allin Clinic on 120 Street and high-rises along Jasper Avenue (...,Looking Southeast Towards Jasper Avenue,,4 December 2010 (13:27:51),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4Nzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=Mjk0MDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1201,Aerial views,,Chris Bruun,,House and Tree,,10 October 2012 (15:25:03),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1203,Aerial views,,Chris Bruun,,Trees At 103 Avenue and 120 Street,,10 October 2012 (15:25:42),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1214,Aerial views,,Chris Bruun,,Looking Southwest To Jasper Avenue,,12 October 2012 (19:41:12),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1215,Aerial views,,Chris Bruun,,103 Avenue and 120 Street,,12 October 2012 (19:41:46),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1216,Aerial views,,Chris Bruun,,Tree,,12 October 2012 (19:44:25),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1217,Aerial views,,Chris Bruun,,Tree,,12 October 2012 (19:45:33),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1217,Aerial views,,Chris Bruun,,Tree,,12 October 2012 (19:45:33),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1219,Aerial views,,Chris Bruun,,San Carlos Place,,12 October 2012 (19:48:16),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1220,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,13 October 2012 (08:55:07),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1221,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,13 October 2012 (08:57:49),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1222,Aerial views,,Chris Bruun,,Oliver School,,13 October 2012 (08:58:22),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMTA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA1NjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
